ensembl	biotype	gene_id	chr	start	stop
ENSMUSG00000017686	protein_coding	Rhot1	11	80022521	80081409
ENSMUSG00000017692	protein_coding	Rhbdl3	11	80114414	80169457
ENSMUSG00000018334	protein_coding	Ksr1	11	78826942	78959909
ENSMUSG00000018733	protein_coding	Pex12	11	83108144	83116088
ENSMUSG00000018841	protein_coding	Rad51l3	11	82685466	82704116
ENSMUSG00000018844	protein_coding	Fndc8	11	82705626	82714303
ENSMUSG00000018845	protein_coding	Unc45b	11	82724052	82756905
ENSMUSG00000018986	protein_coding	Slfn3	11	83004832	83028656
ENSMUSG00000019437	protein_coding	Tlcd1	11	77990213	77995411
ENSMUSG00000020676	protein_coding	Ccl11	11	81871325	81876457
ENSMUSG00000020680	protein_coding	Taf15	11	83286588	83320245
ENSMUSG00000020682	protein_coding	Mmp28	11	83254270	83276573
ENSMUSG00000020684	protein_coding	Rasl10b	11	83222639	83234541
ENSMUSG00000020686	protein_coding	Gas2l2	11	83235404	83242957
ENSMUSG00000020692	protein_coding	Nle1	11	82714270	82721913
ENSMUSG00000020696	protein_coding	Rffl	11	82615951	82684712
ENSMUSG00000020697	protein_coding	Lig3	11	82594610	82617776
ENSMUSG00000020698	protein_coding	Cct6b	11	82532752	82577823
ENSMUSG00000020701	protein_coding	Tmem132e	11	82202402	82259834
ENSMUSG00000020702	protein_coding	Ccl1	11	81990159	82119192
ENSMUSG00000020703	protein_coding	5530401A14Rik	11	81674175	81708084
ENSMUSG00000020704	protein_coding	Accn1	11	80693671	81781959
ENSMUSG00000020707	protein_coding	Rnf135	11	79997353	80013259
ENSMUSG00000020709	protein_coding	Adap2	11	79967607	79992460
ENSMUSG00000020716	protein_coding	Nf1	11	79153195	79395114
ENSMUSG00000020826	protein_coding	Nos2	11	78734289	78773756
ENSMUSG00000020829	protein_coding	Slc46a1	11	78279199	78285447
ENSMUSG00000020832	protein_coding	Eral1	11	77886878	77893885
ENSMUSG00000020834	protein_coding	Dhrs13	11	77845782	77851368
ENSMUSG00000035085	protein_coding	1700020L24Rik	11	83251188	83254734
ENSMUSG00000035152	protein_coding	Ap2b1	11	83112526	83218537
ENSMUSG00000035208	protein_coding	Slfn8	11	82815660	82834312
ENSMUSG00000035352	protein_coding	Ccl12	11	81915347	81916902
ENSMUSG00000035373	protein_coding	Ccl7	11	81859214	81861027
ENSMUSG00000035385	protein_coding	Ccl2	11	81849073	81850955
ENSMUSG00000035413	protein_coding	Tmem98	11	80623677	80635535
ENSMUSG00000035441	protein_coding	Myo1d	11	80295628	80593527
ENSMUSG00000035575	protein_coding	Utp6	11	79745823	79775892
ENSMUSG00000037278	protein_coding	Tmem97	11	78355319	78364279
ENSMUSG00000037593	protein_coding	BC030499	11	78104343	78110307
ENSMUSG00000037750	protein_coding	BC017647	11	77908162	77970202
ENSMUSG00000037791	protein_coding	Phf12	11	77796256	77844041
ENSMUSG00000041958	protein_coding	Pigs	11	78141917	78156284
ENSMUSG00000044122	protein_coding	Proca1	11	78006894	78019265
ENSMUSG00000046010	protein_coding	Zfp830	11	82577847	82581124
ENSMUSG00000046909	protein_coding	1110002N22Rik	11	79950180	79955677
ENSMUSG00000048895	protein_coding	Cdk5r1	11	80290548	80294681
ENSMUSG00000049489	protein_coding	Fam58b	11	78564009	78565231
ENSMUSG00000049612	protein_coding	Omg	11	79314484	79317586
ENSMUSG00000050132	protein_coding	Sarm1	11	78285832	78311256
ENSMUSG00000051232	protein_coding	Tmem199	11	78320557	78325674
ENSMUSG00000053184	protein_coding	Spaca3	11	80671867	80681316
ENSMUSG00000054404	protein_coding	Slfn5	11	82764851	82776443
ENSMUSG00000055045	lincRNA	Gm11190	11	77725629	77742790
ENSMUSG00000055072	protein_coding	Gm9964	11	79109681	79110408
ENSMUSG00000057181	protein_coding	5730455P16Rik	11	80173995	80191536
ENSMUSG00000058546	protein_coding	Rpl23a	11	77994434	77997086
ENSMUSG00000060727	pseudogene	Gm12571	11	77962698	77962940
ENSMUSG00000061981	protein_coding	Flot2	11	77851433	77873936
ENSMUSG00000064486	snRNA	U6	11	79408667	79408770
ENSMUSG00000064540	snoRNA	Snord42a	11	77994801	77994865
ENSMUSG00000064856	snRNA	U2	11	83085000	83085190
ENSMUSG00000065201	snRNA	U6	11	82409575	82409681
ENSMUSG00000065283	snoRNA	SNORA51	11	79707086	79707217
ENSMUSG00000065395	miRNA	Mir193	11	79525471	79525536
ENSMUSG00000065401	miRNA	Mir144	11	77886507	77886572
ENSMUSG00000065489	miRNA	Mir365-2	11	79539902	79540013
ENSMUSG00000065676	snoRNA	Snord42b	11	77996558	77996626
ENSMUSG00000065715	snoRNA	Snord7	11	83107806	83107902
ENSMUSG00000069793	protein_coding	Slfn9	11	82793131	82805332
ENSMUSG00000069796	lincRNA	Gm11426	11	82446855	82449811
ENSMUSG00000069804	protein_coding	Gm10277	11	77598955	77601249
ENSMUSG00000070065	miRNA	Mir451	11	77886672	77886743
ENSMUSG00000070354	protein_coding	Evi2b	11	79326887	79344061
ENSMUSG00000072620	protein_coding	Slfn2	11	82878614	82884180
ENSMUSG00000072621	protein_coding	Slfn10-ps	11	82841632	82853544
ENSMUSG00000072640	protein_coding	1810012P15Rik	11	78640086	78660372
ENSMUSG00000077217	snoRNA	SNORA17	11	83180372	83180503
ENSMUSG00000077574	snRNA	U6	11	79452523	79452630
ENSMUSG00000077625	snoRNA	Snord4a	11	77995188	77995258
ENSMUSG00000078763	protein_coding	Slfn1	11	82930351	82936172
ENSMUSG00000078771	protein_coding	Evi2a	11	79340062	79344111
ENSMUSG00000080180	pseudogene	Gm17235	11	78389739	78390852
ENSMUSG00000080600	miRNA	AL591376.1	11	78567928	78568024
ENSMUSG00000080980	pseudogene	1700071K01Rik	11	81386157	81386975
ENSMUSG00000081000	pseudogene	Gm11200	11	79026298	79026745
ENSMUSG00000081663	pseudogene	Gm11207	11	80636282	80636695
ENSMUSG00000081828	pseudogene	Gm11420	11	82559306	82559707
ENSMUSG00000082027	pseudogene	Gm11416	11	80860296	80862273
ENSMUSG00000082101	pseudogene	Slfn14-ps	11	83088614	83100228
ENSMUSG00000082110	pseudogene	Gm11196	11	78398663	78399057
ENSMUSG00000082252	pseudogene	Gm11204	11	79719483	79719629
ENSMUSG00000082304	pseudogene	Gm11198	11	79184759	79185732
ENSMUSG00000082419	pseudogene	Gm11425	11	82841002	82841499
ENSMUSG00000082529	pseudogene	Gm11199	11	79265443	79265949
ENSMUSG00000082726	pseudogene	Gm11424	11	82784594	82785422
ENSMUSG00000083161	pseudogene	Gm11427	11	83067698	83074036
ENSMUSG00000083176	pseudogene	D11Bhm181e	11	78374821	78375102
ENSMUSG00000083203	pseudogene	Gm11421	11	82538645	82538938
ENSMUSG00000083371	pseudogene	Gm11422	11	82541502	82542604
ENSMUSG00000083395	pseudogene	Gm11203	11	79710724	79711464
ENSMUSG00000084969	lincRNA	Gm11205	11	79518132	79518922
ENSMUSG00000084996	lincRNA	Gm11419	11	81798908	81802271
ENSMUSG00000085078	sense_intronic	C030013C21Rik	11	80320912	80322608
ENSMUSG00000085115	pseudogene	Gm11197	11	78522240	78523263
ENSMUSG00000085130	antisense	Gm11417	11	80885905	80896860
ENSMUSG00000085175	antisense	Gm11423	11	82593103	82594544
ENSMUSG00000085747	antisense	Gm11194	11	78207987	78219159
ENSMUSG00000085941	antisense	Gm11201	11	78837099	78844559
ENSMUSG00000086058	lincRNA	Gm12575	11	82738405	82746884
ENSMUSG00000086327	antisense	1700003F17Rik	11	82755843	82774183
ENSMUSG00000086380	lincRNA	Gm11195	11	78257609	78258403
ENSMUSG00000086474	lincRNA	9130204K15Rik	11	79595481	79685896
ENSMUSG00000086507	antisense	Gm11206	11	79972363	79991131
ENSMUSG00000086569	antisense	4930542H20Rik	11	79483874	79488630
ENSMUSG00000086586	antisense	Gm11192	11	78092240	78092568
ENSMUSG00000086703	antisense	4930507D10Rik	11	80663883	80671802
ENSMUSG00000086971	antisense	4930527B05Rik	11	81198515	81215993
ENSMUSG00000087050	lincRNA	A030003K02Rik	11	77843514	77846167
ENSMUSG00000087107	lincRNA	AI662270	11	83037078	83040106
ENSMUSG00000087295	lincRNA	Gm11193	11	78106350	78107458
ENSMUSG00000087434	antisense	Gm11202	11	79420581	79436665
ENSMUSG00000087534	antisense	Gm11418	11	81400863	81406980
ENSMUSG00000088748	snRNA	U6	11	78637889	78637975
ENSMUSG00000088879	snRNA	U6	11	79448813	79448915
ENSMUSG00000089184	snoRNA	SNORA70	11	78375147	78375237
ENSMUSG00000091523	antisense	AU040972	11	79295221	79297533
ENSMUSG00000092157	protein_coding	Gm17268	11	81841726	81852064
ENSMUSG00000093483	processed_transcript	RP23-381B19.7	11	83105201	83108134
ENSMUSG00000000093	protein_coding	Tbx2	11	85646053	85655450
ENSMUSG00000000094	protein_coding	Tbx4	11	85699924	85729599
ENSMUSG00000000275	protein_coding	Trim25	11	88860690	88881607
ENSMUSG00000000276	protein_coding	Dgke	11	88896493	88928164
ENSMUSG00000000278	protein_coding	Scpep1	11	88785334	88816779
ENSMUSG00000000804	protein_coding	Usp32	11	84797944	84953663
ENSMUSG00000000805	protein_coding	Car4	11	84771288	84779546
ENSMUSG00000000976	protein_coding	Heatr6	11	83567198	83597256
ENSMUSG00000000982	protein_coding	Ccl3	11	83461346	83462857
ENSMUSG00000000983	protein_coding	Expi	11	83522517	83524850
ENSMUSG00000003948	protein_coding	Mmd	11	90048998	90139903
ENSMUSG00000003949	protein_coding	Hlf	11	90197849	90252231
ENSMUSG00000007646	protein_coding	Rad51c	11	87190147	87218456
ENSMUSG00000009350	protein_coding	Mpo	11	87607083	87617915
ENSMUSG00000009356	protein_coding	Lpo	11	87619930	87641791
ENSMUSG00000010342	protein_coding	Tex14	11	87218567	87369325
ENSMUSG00000018068	protein_coding	Ints2	11	86024183	86071077
ENSMUSG00000018171	protein_coding	Vmp1	11	86397367	86497338
ENSMUSG00000018377	protein_coding	Vezf1	11	87881781	87898231
ENSMUSG00000018378	protein_coding	Cuedc1	11	87912648	88007642
ENSMUSG00000018379	protein_coding	Srsf1	11	87860875	87867257
ENSMUSG00000018401	protein_coding	Mtmr4	11	87405664	87429804
ENSMUSG00000018405	protein_coding	Mrm1	11	84626563	84633017
ENSMUSG00000018425	protein_coding	Dhx40	11	86582348	86621198
ENSMUSG00000018427	protein_coding	Ypel2	11	86749927	86807209
ENSMUSG00000018428	protein_coding	Akap1	11	88692106	88725900
ENSMUSG00000018479	protein_coding	1700125H20Rik	11	84983906	84994647
ENSMUSG00000018481	protein_coding	Appbp2	11	85000764	85048632
ENSMUSG00000018548	protein_coding	Trim37	11	86940579	87034185
ENSMUSG00000018648	protein_coding	Dusp14	11	83861543	83882763
ENSMUSG00000018651	protein_coding	Tada2a	11	83892336	83943102
ENSMUSG00000018697	protein_coding	Aatf	11	84236357	84327024
ENSMUSG00000018698	protein_coding	Lhx1	11	84331479	84339517
ENSMUSG00000018925	protein_coding	Gm11435	11	83325238	83335677
ENSMUSG00000018927	protein_coding	Ccl6	11	83401384	83406589
ENSMUSG00000018930	protein_coding	Ccl4	11	83476086	83478185
ENSMUSG00000019122	protein_coding	Ccl9	11	83386421	83392138
ENSMUSG00000020483	protein_coding	Dynll2	11	87793027	87801035
ENSMUSG00000020485	protein_coding	Supt4h1	11	87551054	87557125
ENSMUSG00000020486	protein_coding	Sept4	11	87382405	87404041
ENSMUSG00000020492	protein_coding	Fam33a	11	86922736	86938137
ENSMUSG00000020493	protein_coding	Prr11	11	86902655	86922210
ENSMUSG00000020495	protein_coding	1200011M11Rik	11	86891234	86900276
ENSMUSG00000020513	protein_coding	Tubd1	11	86358493	86380862
ENSMUSG00000020516	protein_coding	Rps6kb1	11	86312373	86358307
ENSMUSG00000020521	protein_coding	Rnft1	11	86298159	86312527
ENSMUSG00000020525	protein_coding	Ppm1d	11	85124746	85160568
ENSMUSG00000020526	protein_coding	Znhit3	11	84724452	84729868
ENSMUSG00000020527	protein_coding	Myo19	11	84693650	84724728
ENSMUSG00000020530	protein_coding	Ggnbp2	11	84645863	84684319
ENSMUSG00000020532	protein_coding	Acaca	11	83943174	84215153
ENSMUSG00000020541	protein_coding	Tom1l1	11	90504779	90549680
ENSMUSG00000020544	protein_coding	Cox11	11	90499487	90506245
ENSMUSG00000020546	protein_coding	Stxbp4	11	90337806	90499398
ENSMUSG00000020553	protein_coding	Pctp	11	89843979	89864208
ENSMUSG00000020677	protein_coding	Ddx52	11	83755564	83776590
ENSMUSG00000020679	protein_coding	Hnf1b	11	83663565	83719419
ENSMUSG00000020680	protein_coding	Taf15	11	83286588	83320245
ENSMUSG00000023723	protein_coding	Mrps23	11	88017890	88025009
ENSMUSG00000033983	protein_coding	Coil	11	88831566	88852927
ENSMUSG00000034031	protein_coding	1700106J16Rik	11	88107545	88108763
ENSMUSG00000034121	protein_coding	Mks1	11	87666717	87677305
ENSMUSG00000034156	protein_coding	Bzrap1	11	87574043	87599430
ENSMUSG00000034177	protein_coding	Rnf43	11	87476224	87549041
ENSMUSG00000034297	protein_coding	Med13	11	86080535	86171104
ENSMUSG00000034329	protein_coding	Brip1	11	85871638	86014695
ENSMUSG00000034449	protein_coding	Dhrs11	11	84634358	84642496
ENSMUSG00000034940	protein_coding	Synrg	11	83777930	83858080
ENSMUSG00000035042	protein_coding	Ccl5	11	83339280	83344020
ENSMUSG00000044639	pseudogene	Gm11507	11	87757905	87758316
ENSMUSG00000045140	protein_coding	Pigw	11	84689817	84693787
ENSMUSG00000046442	protein_coding	Ppm1e	11	87040408	87172525
ENSMUSG00000047126	protein_coding	Cltc	11	86507853	86571067
ENSMUSG00000047773	protein_coding	Ankfn1	11	89282301	89500945
ENSMUSG00000048616	protein_coding	Nog	11	89161952	89163873
ENSMUSG00000051452	protein_coding	Gm11437	11	83961853	83980978
ENSMUSG00000051748	protein_coding	1100001G20Rik	11	83560442	83566144
ENSMUSG00000051832	lincRNA	E230016K23Rik	11	83395558	83437195
ENSMUSG00000052234	protein_coding	Epx	11	87677502	87689038
ENSMUSG00000057534	protein_coding	Gm15698	11	88825972	88828245
ENSMUSG00000059439	protein_coding	Bcas3	11	85166669	85639560
ENSMUSG00000060787	protein_coding	Olfr464	11	87727422	87728505
ENSMUSG00000061666	protein_coding	Gdpd1	11	86847369	86887564
ENSMUSG00000063109	lincRNA	A930013B10Rik	11	88927402	88930412
ENSMUSG00000064526	snRNA	U6	11	86250812	86250917
ENSMUSG00000065011	snRNA	U6	11	84976579	84976685
ENSMUSG00000065012	snRNA	U6	11	88766435	88766541
ENSMUSG00000065307	snRNA	U6	11	83334658	83334764
ENSMUSG00000065420	miRNA	Mir142	11	87570366	87570429
ENSMUSG00000065455	miRNA	Mir21	11	86397569	86397660
ENSMUSG00000065589	miRNA	Mir301	11	86926506	86926591
ENSMUSG00000069763	protein_coding	Tmem100	11	89891662	89897822
ENSMUSG00000069769	protein_coding	Msi2	11	88152884	88579827
ENSMUSG00000069785	protein_coding	Gm11444	11	85660292	85663835
ENSMUSG00000069792	protein_coding	Gm11428	11	83517493	83519770
ENSMUSG00000070345	protein_coding	Hsf5	11	87430666	87473044
ENSMUSG00000072553	protein_coding	Gm525	11	88935155	88954354
ENSMUSG00000072582	protein_coding	Ptrh2	11	86497487	86505959
ENSMUSG00000077706	rRNA	n-R5s72	11	90046323	90046441
ENSMUSG00000080791	pseudogene	Gm11442	11	85030099	85030556
ENSMUSG00000080823	pseudogene	Gm11477	11	85998831	85999144
ENSMUSG00000080927	pseudogene	Gm11430	11	83508777	83509687
ENSMUSG00000080976	pseudogene	Gm11490	11	87118175	87118446
ENSMUSG00000081043	pseudogene	Gm11512	11	90399798	90400460
ENSMUSG00000081304	pseudogene	Gm11509	11	88149162	88149486
ENSMUSG00000081342	pseudogene	Gm11434	11	83613966	83614594
ENSMUSG00000081449	pseudogene	Gm11432	11	83501112	83501958
ENSMUSG00000081632	pseudogene	Gm11443	11	85763997	85764475
ENSMUSG00000081766	pseudogene	2210409E12Rik	11	88833971	88834316
ENSMUSG00000081906	pseudogene	Rpl9-ps1	11	83458548	83459123
ENSMUSG00000082507	pseudogene	Gm9378	11	86892289	86892759
ENSMUSG00000082806	pseudogene	Rpl13-ps1	11	84924628	84925295
ENSMUSG00000082917	pseudogene	Gm11440	11	84885971	84886497
ENSMUSG00000083135	pseudogene	Gm11504	11	87745489	87745661
ENSMUSG00000083163	pseudogene	Gm11429	11	83514793	83514936
ENSMUSG00000083268	pseudogene	Gm11511	11	90378091	90378630
ENSMUSG00000083664	pseudogene	Gm11433	11	83491020	83491847
ENSMUSG00000083876	pseudogene	Gm11439	11	84908643	84909051
ENSMUSG00000083894	pseudogene	Gm11489	11	87281181	87282560
ENSMUSG00000083932	pseudogene	Gm11438	11	83495040	83495228
ENSMUSG00000083992	pseudogene	Gm11478	11	86443930	86444528
ENSMUSG00000084411	pseudogene	Gm11510	11	88246488	88247016
ENSMUSG00000084666	misc_RNA	7SK	11	83658167	83658474
ENSMUSG00000084796	lincRNA	A430104N18Rik	11	87569079	87570772
ENSMUSG00000085044	lincRNA	1700109G15Rik	11	84530478	84533934
ENSMUSG00000085074	lincRNA	Gm11494	11	89996156	90004938
ENSMUSG00000085152	antisense	Gm11496	11	88854354	88857858
ENSMUSG00000085208	antisense	4632419I22Rik	11	86014872	86117945
ENSMUSG00000085235	antisense	Gm12576	11	83631184	83662995
ENSMUSG00000085246	antisense	Gm15893	11	88169793	88177449
ENSMUSG00000085310	antisense	Gm11491	11	86935069	86940460
ENSMUSG00000085514	antisense	9530048J24Rik	11	85580333	85589182
ENSMUSG00000085628	antisense	D630032N06Rik	11	85048673	85051806
ENSMUSG00000085646	lincRNA	Gm11493	11	88602325	88604683
ENSMUSG00000085798	antisense	Gm2018	11	89164037	89170742
ENSMUSG00000085872	antisense	Gm11505	11	87609286	87614646
ENSMUSG00000085940	lincRNA	4930405D11Rik	11	90666006	90756463
ENSMUSG00000085972	sense_intronic	1110028F11Rik	11	87514898	87518833
ENSMUSG00000085991	lincRNA	Gm11479	11	86887759	86888460
ENSMUSG00000086193	antisense	Gm11508	11	87825493	87861508
ENSMUSG00000086199	antisense	8430403D17Rik	11	85515702	85533246
ENSMUSG00000086799	lincRNA	4930502E09Rik	11	84642680	84644370
ENSMUSG00000086919	lincRNA	Gm11497	11	88985770	88988020
ENSMUSG00000087013	lincRNA	2610027K06Rik	11	85605163	85645725
ENSMUSG00000087211	antisense	1500016L03Rik	11	84339162	84349333
ENSMUSG00000087338	antisense	4930405P13Rik	11	88767242	88797375
ENSMUSG00000087373	lincRNA	Gm15892	11	87872568	87880978
ENSMUSG00000087407	lincRNA	Gm11431	11	84577357	84591331
ENSMUSG00000087574	lincRNA	C030037D09Rik	11	88579959	88590207
ENSMUSG00000087779	snRNA	U1	11	85307261	85307407
ENSMUSG00000087792	snRNA	U6	11	87507984	87508083
ENSMUSG00000088001	snRNA	U6	11	87132196	87132301
ENSMUSG00000088020	snoRNA	SNORA17	11	90643727	90643863
ENSMUSG00000088091	rRNA	5S_rRNA	11	86222328	86222447
ENSMUSG00000088136	misc_RNA	7SK	11	85110954	85111251
ENSMUSG00000088184	snRNA	U6	11	87257976	87258082
ENSMUSG00000088230	misc_RNA	Y_RNA	11	86146708	86146810
ENSMUSG00000088631	rRNA	5S_rRNA	11	83578140	83578249
ENSMUSG00000088798	snRNA	U6atac	11	88948362	88948465
ENSMUSG00000088816	snoRNA	SCARNA3	11	86810635	86810765
ENSMUSG00000089485	misc_RNA	7SK	11	88997819	88998080
ENSMUSG00000089508	rRNA	5S_rRNA	11	85592314	85592429
ENSMUSG00000092399	processed_transcript	4930556N13Rik	11	88712918	88742709
ENSMUSG00000092644	miRNA	AL645623.1	11	84706589	84706655
ENSMUSG00000092985	miRNA	Mir378b	11	88166275	88166366
ENSMUSG00000093278	miRNA	Mir5110	11	85574118	85574204
ENSMUSG00000000120	protein_coding	Ngfr	11	95430132	95449049
ENSMUSG00000000690	protein_coding	Hoxb6	11	96153790	96162883
ENSMUSG00000001440	protein_coding	Kpnb1	11	97021028	97049195
ENSMUSG00000001441	protein_coding	Npepps	11	97067156	97141952
ENSMUSG00000001444	protein_coding	Tbx21	11	96959385	96976645
ENSMUSG00000001445	protein_coding	Mrpl10	11	96902874	96910527
ENSMUSG00000001506	protein_coding	Col1a1	11	94797538	94814356
ENSMUSG00000001507	protein_coding	Itga3	11	94905788	94938115
ENSMUSG00000001508	protein_coding	Sgca	11	94824105	94837641
ENSMUSG00000001510	protein_coding	Dlx3	11	94981403	94986610
ENSMUSG00000006056	protein_coding	Calcoco2	11	95960640	95973278
ENSMUSG00000006057	protein_coding	Atp5g1	11	95930166	95936984
ENSMUSG00000006058	protein_coding	Snf8	11	95896199	95908744
ENSMUSG00000010080	protein_coding	Epn3	11	94350913	94361288
ENSMUSG00000013415	protein_coding	Igf2bp1	11	95818477	95867254
ENSMUSG00000013418	protein_coding	B4galnt2	11	95727257	95776205
ENSMUSG00000014349	protein_coding	Ube2z	11	95908746	95926702
ENSMUSG00000014351	protein_coding	Gip	11	95885859	95892145
ENSMUSG00000018381	protein_coding	Abi3	11	95691386	95703790
ENSMUSG00000018537	protein_coding	Pcgf2	11	97550137	97561811
ENSMUSG00000018659	protein_coding	Pnpo	11	96799139	96805300
ENSMUSG00000018666	protein_coding	Cbx1	11	96650441	96669954
ENSMUSG00000018669	protein_coding	Cdk5rap3	11	96768740	96777810
ENSMUSG00000018672	protein_coding	Copz2	11	96711184	96722517
ENSMUSG00000018678	protein_coding	Sp2	11	96814654	96844273
ENSMUSG00000018882	protein_coding	Mrpl45	11	97177030	97191234
ENSMUSG00000018973	protein_coding	Hoxb1	11	96227066	96229570
ENSMUSG00000020857	protein_coding	Nme2	11	93811128	93817573
ENSMUSG00000020859	protein_coding	Spag9	11	93857405	93987399
ENSMUSG00000020863	protein_coding	Luc7l3	11	94149204	94183302
ENSMUSG00000020864	protein_coding	Ankrd40	11	94189315	94203155
ENSMUSG00000020865	protein_coding	Abcc3	11	94204612	94254311
ENSMUSG00000020866	protein_coding	Cacna1g	11	94269705	94335414
ENSMUSG00000020867	protein_coding	Spata20	11	94340218	94347493
ENSMUSG00000020868	protein_coding	Xylt2	11	94525165	94538829
ENSMUSG00000020869	protein_coding	Lrrc59	11	94491081	94506530
ENSMUSG00000020870	protein_coding	Cdc34-ps	11	94603096	94604347
ENSMUSG00000020871	protein_coding	Dlx4	11	95001770	95007577
ENSMUSG00000020872	protein_coding	Tac4	11	95122843	95130579
ENSMUSG00000020873	protein_coding	Slc35b1	11	95246006	95253090
ENSMUSG00000020875	protein_coding	Hoxb9	11	96132771	96137909
ENSMUSG00000020876	protein_coding	Snx11	11	96628869	96638873
ENSMUSG00000020877	protein_coding	Scrn2	11	96891252	96895272
ENSMUSG00000020878	protein_coding	Lrrc46	11	96895916	96902721
ENSMUSG00000024414	protein_coding	Mrpl27	11	94515081	94521403
ENSMUSG00000037573	protein_coding	Tob1	11	94072768	94076809
ENSMUSG00000037601	protein_coding	Nme1	11	93818293	93829835
ENSMUSG00000038437	protein_coding	Mllt6	11	97524728	97546777
ENSMUSG00000038453	protein_coding	Srcin1	11	97370654	97436540
ENSMUSG00000038485	protein_coding	Socs7	11	97223865	97259856
ENSMUSG00000038517	protein_coding	Tbkbp1	11	96997485	97012809
ENSMUSG00000038534	protein_coding	Osbpl7	11	96911942	96930218
ENSMUSG00000038560	protein_coding	Sp6	11	96874708	96886048
ENSMUSG00000038615	protein_coding	Nfe2l1	11	96678728	96691282
ENSMUSG00000038692	protein_coding	Hoxb4	11	96177998	96182952
ENSMUSG00000038700	protein_coding	Hoxb5	11	96163909	96167434
ENSMUSG00000038721	protein_coding	Hoxb7	11	96145571	96151650
ENSMUSG00000038756	protein_coding	Ttll6	11	95995100	96026765
ENSMUSG00000038811	protein_coding	Gngt2	11	95698530	95707048
ENSMUSG00000038845	protein_coding	Phb	11	95528271	95542087
ENSMUSG00000038893	protein_coding	Fam117a	11	95198332	95243186
ENSMUSG00000038909	protein_coding	Myst2	11	95135573	95171560
ENSMUSG00000038967	protein_coding	Pdk2	11	94887572	94902668
ENSMUSG00000038976	protein_coding	Ppp1r9b	11	94852349	94868213
ENSMUSG00000038994	protein_coding	Hils1	11	94828975	94829770
ENSMUSG00000039055	protein_coding	Eme1	11	94506310	94515278
ENSMUSG00000039084	protein_coding	Chad	11	94426361	94430441
ENSMUSG00000039096	protein_coding	Rsad1	11	94401112	94410569
ENSMUSG00000039110	protein_coding	Mycbpap	11	94362661	94383056
ENSMUSG00000043439	protein_coding	E130012A19Rik	11	97488707	97491030
ENSMUSG00000043522	pseudogene	A430060F13Rik	11	94722332	94723073
ENSMUSG00000044177	protein_coding	Wfikkn2	11	94097270	94107319
ENSMUSG00000045075	protein_coding	Gm9796	11	95558208	95560457
ENSMUSG00000046719	protein_coding	Nxph3	11	95371159	95375884
ENSMUSG00000046755	protein_coding	Kif2b	11	91436629	91438923
ENSMUSG00000047040	protein_coding	Prr15l	11	96789418	96799144
ENSMUSG00000047181	protein_coding	Samd14	11	94871193	94887401
ENSMUSG00000047988	protein_coding	4933428G20Rik	11	97352097	97361654
ENSMUSG00000048763	protein_coding	Hoxb3	11	96184640	96207999
ENSMUSG00000049604	protein_coding	Hoxb13	11	96055630	96058761
ENSMUSG00000049807	protein_coding	Arhgap23	11	97276847	97363716
ENSMUSG00000050860	protein_coding	Phospho1	11	95685813	95693454
ENSMUSG00000054079	protein_coding	Utp18	11	93720557	93747080
ENSMUSG00000056008	protein_coding	Gm11541	11	94555812	94565813
ENSMUSG00000056158	protein_coding	Car10	11	92959342	93463063
ENSMUSG00000056648	protein_coding	Hoxb8	11	96143219	96146639
ENSMUSG00000057058	protein_coding	Skap1	11	96325907	96620791
ENSMUSG00000057522	protein_coding	Spop	11	95275394	95354720
ENSMUSG00000059474	protein_coding	Mbtd1	11	93747166	93808299
ENSMUSG00000064512	snRNA	U1	11	94781023	94781147
ENSMUSG00000064743	snRNA	U6	11	93274532	93274638
ENSMUSG00000064795	snRNA	U2	11	95944987	95945170
ENSMUSG00000065515	miRNA	Mir152	11	96711707	96711779
ENSMUSG00000065519	miRNA	Mir10a	11	96178479	96178588
ENSMUSG00000065546	miRNA	Mir196a-1	11	96126478	96126579
ENSMUSG00000069744	protein_coding	Psmb3	11	97564713	97574814
ENSMUSG00000070337	protein_coding	Gpr179	11	97193423	97213391
ENSMUSG00000075586	lincRNA	Gm11529	11	96309637	96325861
ENSMUSG00000075587	pseudogene	Gm11531	11	96253399	96253980
ENSMUSG00000075588	protein_coding	Hoxb2	11	96212946	96217003
ENSMUSG00000075589	antisense	Gm11536	11	96197613	96203422
ENSMUSG00000075595	protein_coding	Zfp652	11	95573987	95696429
ENSMUSG00000075610	protein_coding	Tmem92	11	94638531	94644017
ENSMUSG00000075611	pseudogene	Gm11545	11	94616451	94622496
ENSMUSG00000076435	protein_coding	Acsf2	11	94418416	94463185
ENSMUSG00000078695	protein_coding	Cisd3	11	97547140	97549935
ENSMUSG00000078700	lincRNA	D030028A08Rik	11	96777584	96826374
ENSMUSG00000078706	protein_coding	Gm53	11	96112419	96126182
ENSMUSG00000080872	pseudogene	Gm11506	11	93556396	93556865
ENSMUSG00000081007	pseudogene	Gm11543	11	94689500	94690244
ENSMUSG00000081141	pseudogene	Gm11501	11	92654013	92654593
ENSMUSG00000081249	pseudogene	Gm11517	11	96656753	96657166
ENSMUSG00000081363	pseudogene	Gm11500	11	92631298	92632287
ENSMUSG00000081478	pseudogene	AA623943	11	94673933	94674662
ENSMUSG00000081586	pseudogene	Gm11544	11	94706672	94707406
ENSMUSG00000081604	pseudogene	Gm11518	11	93898532	93898942
